label,text
3,Attn @Apple :  Buy these guys &amp; make #AppleTV what it should be. 'Fan TV' Heads for the exit   http://t.co/mCPfhvKilJ via @pkafka
5,@apple Excellent customer service thanks Ian #applestorecoventgarden
0,"Here are some of the satellites @SPUTNIK-1, @explorer-1, @ariel-3, @sanmarco-1, @bhaskara-1, @aryabhatta, @apple, @INSAT-1A."
1,"@Apple, why I cannot alt+tab back to full screen app!? GRRRR! #usability"
3,@Apple to Host Free #Coding Workshops in Stores http://t.co/jqAciR5UrY
3,#Apple begins hiring retail positions in Brussels ahead of first #Belgium ... - http://t.co/Rc1mvDT3Dv #AAPL http://t.co/GjjDMt4c2B
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fmEc0yZmFE"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
3,"@apple awards @RegisCollege_MA with Distinguished School honor.  http://t.co/Ios9RVIt8P
#iPads"
1,@apple why the fuck when I leave my charger at home do I gotta start sending my goodbye texts at 10:09am?
3,"Hey @apple while your reading list on safari across device rocks, can you please let list items to be deleted (x) in iPhone"
5,How Apple Became One of the Greenest Companies in America http://t.co/eM2TLoctXd @apple @Newsweek #energy #efficiency
3,@HANNAHRAD Why doesn't @apple give out free apples as snacks?
3,Foreign Currency Exchange May Be A Headwind For Apple (AAPL) http://t.co/mNNF9H55Wd #AAPL
3,"@KymLang and Q's, #AAPL"
3,"Is Apple Inc. Losing the $5 Billion Ed-Tech Market? $AAPL #aapl
http://t.co/lOLDOTy7jt"
1,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
1,@Facebook founder attacks @Apple boss over 'ridiculous' comments http://t.co/pverWexJv8
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1,"Dear @Apple, I place all my browser eggs in the #Safari basket. Guess what? Safari is broken, please fix the release you pulled. #FAIL"
3,"JMP Securities Thinks Apple, Inc. Is Going to $150: Time to Sell? http://t.co/eFtBViu35Y #AAPL"
1,"Foxconn Robots Proving Unsuitable for iPhone Assembly, Updated Versions in the Works http://t.co/jSmVSN6v8r #AAPL"
3,Anti-Discrimination Bill To Be Named After @Apple CEO @TimCook http://t.co/qEZlIPc8Z2 via @theinquisitr @LGBT #LGBT #Gayrights #Alabama
3,"Apple: $115 fits to 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/8CBUgrEHZS"
5,"The king of the phablets! Apple's iPhone 6 plus is bestseller for past three months - $AAPL #aapl
http://t.co/VNp8xeBow6"
1,What is the point of making an apt at @apple Genius Bar when you sit and wait for 40 min and counting?!
3,New 4-inch #iPhone6 Reported: 5 Reasons @apple Must Make it http://t.co/WdiezLNdCM #choice #device #smartphone #budget
3,Will @apple be growing its services areas?  @barclayswealth thinks it...
0,Hold on @TGowdySC word up now Tweet me r u gunna..Vowel that Flu shot ? Bc or ad? me linda RN let the ncis begin! narcwars @apple sauce thic
3,"JMP Securities Thinks #Apple, Inc. Is Going to $150: Time to Sell? | The Motley Fool #aapl http://t.co/LpjS6iyh0I"
3,How to save a ton of money when you buy your next #iPhone via @BGR #aapl http://t.co/x35kXHBv0E
3,$AAPL $BIDU $NTES and more are on our stocks to buy list #AAPL #BIDU #NTES http://t.co/cqEje2PffW
3,Resisting a Bite of the #Holiday @Apple - http://t.co/NZDodzQ5WE http://t.co/7AKxZYBr7l
1,RT @ajhontucan: Your telling me there's no Santa Claus emoji? @Apple
3,"Apple: $115 fits to 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/pyU6cuTYrX"
3,@Apple are you doing 12 Days of Gifts again?
3,#Apple: Market Maker Price Range Forecast Update #AAPL http://t.co/lb0gspNI9j
3,@THE_HIIT_COACH @weightsmate @Apple it's similar to an existing app (called cardio guru interestingly). Maybe Apple have noticed this?
1,@CharlesJMeyer @Apple @Appy_Geek Hasn't Apple been doing this for decades? This is why I don't support Apple. #apple #deletegame
3,"Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl
http://t.co/yvpAZQUmNt"
3,#AAPL:New 4-inch iPhone 6 Reported. 5 Reasons Apple Must Make It...http://t.co/qNtQdIYTXK
3,"RT @JPDesloges: Crystal Baller: Rebirth of the 4-inch iPhone and other insane Apple rumors $AAPL #aapl
http://t.co/yvpAZQUmNt"
5,"Watching #Orion #eft1 reenter at 20,000mph on my @apple #iPhone as I am driving 80mph through the middle of no &amp; where Texas. #howcoolisthat"
3,Interesting job wth @Apple in crowdsourcing! (tip via @cageyjames on LI) Maps Community Client Software Engineer http://t.co/EUMr959uMl
1,@Swansonbirds @Apple @Appy_Geek it's definitely a bit frustrating as a consumer. I'm a big @apple supporter
3,@Swansonbirds @Apple @Appy_Geek Just saw this one on @YahooNews http://t.co/lkVkJ2Kkrp
3,#AAPL:Outside the Box: How things changed this week: good jobs and bad Jobs...http://t.co/zS3k9SorkL
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/DcAToedfMd"
3,Help @Apple. Store rep told me that iTunes backup saves multiple backups. But I backed up phone now and old backup is gone. What to do?
3,@HRHound @MandoGallegos Nice! If the actor had on an iWatch he'd have the entire suite of @Apple products. #sponsorDeal
1,Why I Hate #Apple. #aapl  http://t.co/inkCjYw0Lq
1,My @apple power cord caught on fire!   Yet another non-travelling power cord I have less than a year.  #AppleCordFire http://t.co/exC3Wz8CiD
1,What I find alarming about @Apple power cords is how quickly they fray.  I don't always notice when I don't travel with them. #AppleCordFire
1,"And if I leave my Mac plugged in when I leave the house, do I need to check the @Apple power cord every time?  #AppleCordFire"
1,And how about kids?  Do parents need to monitor the @Apple power cords daily to make sure they are still safe?  #AppleCordFire
1,"I was out to dinner last night and left my computer to charge.  Had the fire happened then, I'd have no house.  @Apple #AppleCordFire"
3,How hip is @TWDanceCenter @Apple Store in Boylston St. Today @ 6.30pm. Enjoy some #krumping meet #UrbanNutcracker director &amp; @RussellFerg
3,"UBS Says Consensus on December Quarter Apple  iPhone Units Could be 10% Low $AAPL #aapl
http://t.co/wao7GqQ411"
3,. @stevewoz: passion for engineering/design at the heart of what he did for @apple. http://t.co/dL7l2Us27T via @BloombergTV
3,In the market to create more videos with my students @Apple #Macbook http://t.co/bAn4z2BPRQ via @donorschoose
3,BloombergTV:  Steve #Wozniak on What Really Happened in #Jobs' Garage http://t.co/M5Pl6xLjuV via @BloombergTV #Apple #aapl
3,@Apple @DonorsChoose @BestBuy Help me reach my goal.
5,@APSVirginia special education staff working hard on behalf of our students with disabilities @Apple ed1426 http://t.co/1HhSr2Vyoh
1,"Dear @Apple all I want for Xmas is for iOS 8 to stop crashing my iPad.  Signed, Cindy Lou Who of Whoville #apple"
3,"@Apple was fighting a 'never ending battle' against hackers of #iTunes, says chief Eddy Cue in #antitrust trial http://t.co/OlmqSV8R0H"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
3,TD Bank Aiming to Launch Apple Pay Support in Mid-December [iOS Blog] http://t.co/J28qRk4sNf #AAPL
1,Hey @Apple how can I take U2's album off my phone?
3,"Barclays raises Apple price target by 17% to $140, more here: http://t.co/tAH62mAbox     #AAPL #Barclays #Stocks"
3,"JMP raises Apple price target from $130 to $150, reasons why here: http://t.co/XOTExD9Y4o  #JMP #AAPL #Stocks #WallStreet"
3,"Apple to Support a New Franchise of 500 iOS Stores in India $AAPL #aapl
http://t.co/390LCAqyfT"
3,"RT @JPDesloges: Apple to Support a New Franchise of 500 iOS Stores in India $AAPL #aapl
http://t.co/390LCAqyfT"
3,Hey @panerabread how about you teach your people how to use @apple pay?
1,Apple Inc. Deleted Songs From Rival Services From iPods http://t.co/dQwDFpcc4x #AAPL
0,#AAPL:Google (GOOGL) Stock Downgraded Today at Bank of America/Merrill Lynch...http://t.co/5NbKdg8jk2
5,So cool! @Apple stores will host free 'Hour of Code' workshops on Dec. 11 to promote computer science: http://t.co/HrOHssVtK1 #tech
3,"Why Apple Needs China to Love the Apple Watch  $AAPL #aapl
http://t.co/Jxo4stP9b7"
3,"42% believe #iPhone6 won't be available this Christmas, survey says http://t.co/ARjdahF9bm via @CNET #aapl"
5,9 awesome paid #iPhone apps that are free for a limited time (save over $100!) https://t.co/dUYoNxO2dA via @BGR #aapl
3,@mattnwells I just wish I could post my #fav #coolclimate #Merlots on @delectable using my @apple flip phone
3,#AAPL:31 Traits All Great Leaders Share...http://t.co/Ym4CLblrcF
1,@apple the fact these itunes updates makes it anal to reset play counts sometimes yall do the mosttttt
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Ms60cRXiHj"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
3,.@Apple CEO's name to grace Alabama antidiscrimination bill |@SDGLN @KenSanDiego @Benny_C @jimwinsor @mistercervantes http://t.co/bVYl4mHyNC
3,@fundulz @Apple yeah I mean @IE is super great
3,.@Apple CEO's name to grace Alabama antidiscrimination bill |@SDGLN @KenSanDiego @Benny_C @jimwinsor @mistercervantes http://t.co/UdeeIZanLA
3,RT @spencerescott: Have Apple's iPad Sales Peaked? #AAPL http://t.co/zDUTviV8ys
3,"RT @spencerescott: #AAPL Market Cap Passes $700 Billion, Tablet Sales Slump and More  http://t.co/gWDMiYag9o"
3,"For this problem, we can blame anybody we like: @sun, @java, @oracle, @apple, @startcom! Who else joins the roster?"
3,RT @spencerescott: Apple Flash Crash: What You Need to Know #AAPL http://t.co/2PBThSFeEE
3,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Ms60cRXiHj"
3,"@Apple [#Apple]'s #IPhone6Plus captures Christmas at the #White House. (#Friday, 5 #December) http://t.co/4EXisKMcMV"
3,hey @apple could you add an option in mail to 'unsubscribe' next to the delete/archive option after swiping an email?
1,Why is it so hard to reach / buy Suicide Squad comics at apple store in Turkey? @apple @DCComics @AppleTurkey
0,Intel &amp; Jesse Jackson's RainbowPUSH to host tech employee diversity event in Silicon Valley http://t.co/uoikARpqK8 #intc #goog #aapl #fb
1,@apple how/why did my iCal undo 6 months of entries related to recurring date entries? they all re-set to 'pay CC'. i had changed to $amnt..
5,Way to go @apple http://t.co/Mcgsyxs9Eq
1,Just watched my dad struggle to answer a call because his #iPhone wouldn't let him answer. Great job on #iOS @Apple!!! Not...
1,@apple iCal AGAIN!!! it reset all my recurring in spite of months of individualizing each one per current date. #fail #icloud #sucking
3,Thinking of leaving the @Apple environment completely. Thoughts?
3,Aye @apple why don't you guys make the apple headphones in different colors?
3,GVA lounge: in sight 6 Macs and 3 PCs + undetermined number of iPxs! #AAPL
3,RT @RHDrum: Aye @apple why don't you guys make the apple headphones in different colors?
5,Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
3,"#iPhone6c release date, #rumours and #leaked images: @Apple [#Apple] said to #be working .... (#Friday, 5 #Decem... http://t.co/76QIXLKyS3"
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
3,It's important that Apple not become the developer for the world. We need people to invent their own stuff.' - Tim Cook CEO of @Apple
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
3,GoPro Inc Has Potential To Become Apple Inc. Of Drone Market http://t.co/HNkZs5kAwx #AAPL
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
1,Wanted the @apple iPhone 6 but that lighting charger made me go to an @windows @nokia 1020.
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
3,"Steve Hayman, @Apple National Consulting Engineer, presents on app development at #umich. http://t.co/51yinIrNoc"
3,Will #Apple Pay Consumers $1 Billion For Deleting Their Music?: Apple Inc. (NASDAQ: #AAPL) is currently embroi... http://t.co/NEJKr316Eb
3,"Early Movers: BIG, DLTR, THI, #AAPL, FIVE &amp; more: These are the stocks posting the largest moves before the bell. http://t.co/GBlMWzOcQO"
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
1,@allandthompson @Apple Let me just go ahead and get this one out of the way: 'U gonna get a VIRUS &amp; ur whole house will explode!'
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1,"Zuckerberg attacks: If Apple really cared about customers, iPhones would cost less $AAPL #aapl
http://t.co/xG4cpjwXKH"
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
3,You'll Be Able To Learn How To Code For Free Next Week At Your Nearest @Apple Store!  http://t.co/8xHh2SLC4X
3,You'll Be Able To Learn How To Code For Free Next Week At Your Nearest @Apple Store!  http://t.co/fUeCICPn2z
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
3,RT @RaviMikkelsen: @HRHound @MandoGallegos Nice! If the actor had on an iWatch he'd have the entire suite of @Apple products. #sponsorDeal
3,"Apple Adds New Flyover Locations to Maps, Siri Movie Showtimes in More Countries [iOS Blog] http://t.co/758TjE7alk #AAPL"
3,Helping you &amp; your loved ones on the street with our free @Apple app #Winnipeg #Acura http://t.co/ieR7gZcLRo
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
3,"#AAPL $BABA &amp; $TWTR are having their 9 &amp; 1/2 % day https://t.co/ssk6R6hzba
.. they fooling around -- NOT on their magic carpet. next week/s"
3,"Plaintiff withdrawn in iPod antitrust lawsuit $AAPL #aapl
http://t.co/ncmRj5QUqL"
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
3,"RT @JPDesloges: Plaintiff withdrawn in iPod antitrust lawsuit $AAPL #aapl
http://t.co/ncmRj5QUqL"
1,"My keyboard only ever freezes up when I'm trying to talk to Ian, @apple why do u hate the sophian"
3,"Apple entering era of security fear-mongering... from security vendors $AAPL #aapl
http://t.co/X8VJxj0hD3"
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Z2BQWXee44"
1,"2nd day with my new iPhone, WTF @Apple ?!
In switching to @SamsungMobileUS http://t.co/Vz95pDWzEe"
3,Learn How To Code For Free On 12/11 At Your Nearest .@Apple Store &lt; Excellent! #tech #latism http://t.co/Ca3h33hQpR
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
3,"#AAPL:UBS Increases Apple's iPhone 6 Sales, Revenue And EPS...http://t.co/9yxtPhyN1s"
5,#iPhone5s is the best mobile that I have had. That's easy It is only that works and It is wonderfull! Thanks @apple @tim_cook
1,Wut? @apple can I have my money back? kthx http://t.co/zVp7MUZDAM
1,took me an hour (half of it was decided in a bubble bath) that I cannot download iOS 8. I hate you @apple @EE
3,"What is HomeKit? Soon you'll control your home with your iPhone $AAPL #aapl
http://t.co/16qbQo1PRK"
3,"RT @JPDesloges: What is HomeKit? Soon you'll control your home with your iPhone $AAPL #aapl
http://t.co/16qbQo1PRK"
1,@calemcmartin blame @apple
5,"Dude, @apple is all over the marketing for beats. They have a great marketing team at apple."
3,Watch out @Apple.  http://t.co/B3Uq7YeDlx
1,why don't we have harry potter emojis please work on this @Apple
3,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
1,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
1,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
1,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
1,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
3,TWDanceCenter #UrbanNutcracker @Apple Store in Boylston St. @ 6.30pm. Enjoy some #krumping . Meet the director &amp; @RussellFerg
3,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
1,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
1,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
0,@Apple honey crisp apple for the win
1,@apple had a dream last night where I downgraded my #iPhone to a 4S and spent the rest of the dream trying to figure out what to do. #shame
3,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
3,"Apple Stock: Is Push Into India Too Little Too Late? $AAPL #aapl
http://t.co/M9kOVlEikb"
3,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
3,Apple Inc. (AAPL) Focuses On Larger Indian Market Share http://t.co/o9RU1Lv1V8 #AAPL
3,I really want @apple to drop the word BOOK from products so employees will start treating machines with more care. aka stop dropping them.
3,"APPLE - Fibonacci Technicals Levels - LAST  Intraday  Update - $AAPL #aapl 
http://t.co/OeYEqn72er"
3,#WearableDevices To #Consumers : You're Putting Me On - http://t.co/2eSSgN5Wsv #IBDNews via @IBDinvestors  #aapl #nke #grmn #amba #invn
3,"APPLE Intraday Comments - LAST Update - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
1,@apple IOS8 is still shit
1,"@marxculture @AppleUK_  Thanks, I'll keep it in mind. Tho, I've lately been so unhappy with everything @apple that I'm moving away from them"
3,#Apple: Facing A Challenge From Google's Android - Apple Inc. #AAPL | Seeking Alpha http://t.co/Fd4E1Pv5G4
1,@daulfn @AppleUK_ @Apple I have a Windows lappy which works well and was half the price of the alternative
0,$AAPL has 6 analyst ratings in the last 7 days and 100% are positive. Median target: $135 (16% upside). View: https://t.co/ogs2AlQqHu #AAPL
3,"Apple:Dec 5 Trading Daily Profit $1.57/sh,  Weekly Profits of $18.36/sh  #aapl #Stockaction #trading #Stocks #MKt  
http://t.co/76R4rmUUNo"
1,@Apple: Apple ID should ALWAYS b able to b set up w/out cred card/PayPal/gift card attach to it. You'll still get your $ if they buy. #fail
3,@marxculture @AppleUK_ @Apple Yeh was thinking of doing exactly that. Just wanna install decent unix on ok hardware &amp; live happily everafter
3,Security firm @Kaspersky have issued their (not very cheery) 2015 predictions - and say @Apple Pay to attract attacks http://t.co/7XBrTqSmdq
3,There needs to be an emoji with war paint/football make up on. @apple @emojimakers for fangirls everywhere.
3,@daulfn @AppleUK_ @Apple It's what most of our devs do
3,#AAPL:12 Unexpected Stocks Bringing Buffett and Fellow Billionaires Holiday ...http://t.co/QSxQQPAg2q
3,"#UBS #Increases @Apple [#Apple]'s #iPhone6 Sales, #Revenue And EPS. (#Friday, 5 #December) http://t.co/yEPG0Urogc"
1,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple
1,@Apple admits deleting rival music store tracks from iPods | Apple | http://t.co/DPH21dL8K3 http://t.co/GEAgJUuRSO
1,"Is it just me, who feels #Yosemite eats more battery &amp; Resource than #Mavericks?  @Apple are you reading this?"
3,BLOCK TRADE detected in #AAPL
1,@apple u used to b cool what happened
1,IT &amp; marketing systems @AmericanExpress cause headaches as card holders with @Apple Pay are being opted in for promotions without permission
1,..@facebook founder @MarkZuckerberg attacks @apple boss @TimCook over 'ridiculous' comments about ads http://t.co/fNKDDbfLzV
5,"RT @_Jamelia_: Dude, @apple is all over the marketing for beats. They have a great marketing team at apple."
3,Foreign Currency Exchange May Be A Headwind For Apple (AAPL) http://t.co/rMPiMkvLsH #AAPL
1,"@ATTCares @senisbs Wireless Family Share plan, one line upgrade just killed my discount. Not sure it was mentioned on @Apple pre-order page."
5,#AAPL RT @cue: Proud to be part of #HourofCode next week. Events at Apple retail stores around the world. http://t.co/ag2ki1ZDVf
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
1,itunes is awful &amp; is ruining my life fix your shit @apple
3,"Buyer's Guide: Deals on MacBook Air, Retina MacBook Pro, iPads, Apple Accessories, and More [Mac Blog] http://t.co/EAC2nK1Nkk #AAPL"
1,"#Forget @Apple [#Apple]'s #iPhone and @SamsungMobileUS #Samsung's Galaxy, the #humble flip phone is back. (#Frid... http://t.co/6CiLI9sCw6"
3,"Apple Inc. price at close, December 05, 2014, is 114.9801. #apple #AAPL"
1,#AAPL:Why can't Apple meet demand for the iPhone 6?...http://t.co/200wqsCPaG
1,"had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls"
3,Will Apple Pay Consumers $1 Billion For Deleting Their Music? http://t.co/BWtOE7mAo5 #AAPL
1,"RT @taraluv_: had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls"
1,Is there ever going to be a moment y'all are going to fix the battery? Mine goes from 100% to 22% in an hour. @apple
3,The power of @Apple 's strong branding and store design in one photo http://t.co/Xsjk3LV0ei via @qz.  Article: http://t.co/eDjJ9R61yE
5,Sorry @samsung but I will be taking my smartphone talents over to @Apple. The iphone 6 is more reliable &amp; is better for everyday usage.
1,"#Why #can't @Apple [#Apple] meet demand for the #iPhone6?. (#Friday, 5 #December) http://t.co/dCKe05pVa4"
3,"So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll"
3,"Early Apple Employee Bill Fernandez Shares Details on Steve Jobs, Creation of the Apple II, and More http://t.co/hv7TfDUIm9 #AAPL"
3,"RT @DannyRosin: So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll"
3,"@Apple Maps, where is the #FAUSTADIUM ? @floridaatlantic
@fauathletics #fau #bocaraton #floridaatlantic #floridaa... http://t.co/TvvYCwNprw"
1,Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple
1,@Apple my wifi is on &amp; working on everything else but my ipad. i'm so pissed. TWO DAYS it's been like this! GET IT TOGETHER #Apple
3,@DannyRosin @Apple It will be interesting to watch how/if this is resolved.
3,"@brandivatemktg @Apple - Integrity cures most evils. #MFi, in this case, will too!"
3,@DannyRosin @Apple Agreed!
3,"#AAPL:Pale, hoarse Steve Jobs defends Apple in videotaped deposition in iPod...http://t.co/SNmpSx4TDo"
1,OR @phone OR @apple I FUCKING HATE YHIS OHONE OMG IM SO EMBARRASSED
1,Why can't Apple meet demand for the iPhone 6? #AAPL http://t.co/niSTjt22ql
3,"Wow, @Uber's $40B+ valuation would rank it No. 11 in Silicon Valley, behind the likes of @Apple, @Google, @facebook http://t.co/nLFvUJ2Ry7"
5,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu
3,Dear @apple bring my phone quicker
1,"IE, Chrome, and Firefox all now have public feature roadmaps...come on, @apple Safari!  Feel free to fork http://t.co/rmkflGk5ZH"
1,morning or should I say evening now that @apple replaced my crimped cord! http://t.co/xoaFbFKqTL
1,"@jacobrossi yeah, seriously... why doesn't @Apple have one?  Good developer relations I think to have one."
3,Apple: Facing A Challenge From Google's Android http://t.co/apqD7jWn7B #AAPL
3,My @apple autocorrect changes Muslim to awesome and I'm okay with that
3,RT @hsmoghul: My @apple autocorrect changes Muslim to awesome and I'm okay with that
3,RT @hsmoghul: My @apple autocorrect changes Muslim to awesome and I'm okay with that
3,jdelaneyxo beta testing the newest @Apple product... The #iSee http://t.co/4hpgNUgOgj
1,hey @apple my 5s keeps glitching :/
3,Apple Antitrust Case Hangs in the Balance - http://t.co/CaHboVHRje @apple #antitrust #wow #ipod
3,"Why @Apple, @Google, and @Facebook have their own programming languages. | https://t.co/G5NZ0xAeVH #code #analysis #web #tech #nerdup"
1,"Hey @Apple, every time you update iTunes you make it worse. And worse. #DontUpdateiTunes"
1,@britt_bumgarner @briannalengy I mean it didn't auto correct so who is really at fault here @apple
3,@JessicaB515 @britt_bumgarner @Apple fight fight fight
1,@briannalengy @JessicaB515 @Apple apple I'm gonna sue you for thatb
3,12 Gift Ideas For The Apple Lover Who Has Everything http://t.co/0RTcyLOsAD @apple #technology
1,Every time I change keyboards this come up. Like wtf @apple get your shit together http://t.co/A9cimyYod8
0,#AAPL:Taser CEO Sees Federal Funding Tripling Body Camera Business...http://t.co/IxDidngk4g
3,Things are happening @apple
3,BREAKING: #NYC #EricGarnet protestors occupy @Apple story in #NY #ICantBreath 11x  LIVE @Rebelutionary_Z http://t.co/5y1RRbx0SC
3,"@Apple [#Apple]'s #IPhone6Plus captures Christmas at the #White House. (#Friday, 5 #December) http://t.co/pPbHlIRhZZ"
3,4.5 min silence #MikeBrown #NYC protesters @Apple store @Stackizshort http://t.co/JceDzlgGuv #EricGarner #ICantBreathe #BlackLivesMatter
3,Steve Jobs Deposition Video Shown in Ongoing iPod Class-Action Lawsuit http://t.co/jhvHYauA1P #AAPL
3,#AAPL:Apple Could Face iPhone 6 Shortages Next Year...http://t.co/0rgAJF8TPX
1,@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS
3,Mark my words @apple wild do away with the iPhone 5c and bring back the 4' iPhone. The 5s is the ultimate form factor. Welcome iPhone mini.
3,"#iPhone6c release date, #rumours and #leaked images: @Apple [#Apple] said to #be working .... (#Friday, 5 #Decem... http://t.co/zX2zMhpnEy"
3,#NYC #EricGarner protesters stage 'Die In' @Apple store http://t.co/5y1RRbx0SC LIVE @Rebelutionary_Z #BlackLivesMatters #ShutItDown
3,"The best link of the day on @usemuzli Tech: @facebook CEO Mark Zuckerberg goes after @tim_cook , @Apple -- AppAdvice
http://t.co/cDnZCthRlA"
3,@ErnestSzoka super-stoked about the new Only One update! Was hoping @apple would get to it today. Ah well. Great game! Great job!
3,@stackizshort streaming now from @Apple #NYC 5th Ave. store http://t.co/ttUe4ykubs #icantbreathe #EricGarner #Ferguson #thisstopstoday
3,@eliransapir @Apple ok duly noted
1,RT @danielllebaker: Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple
3,"#mkt Final #AAPL #PutCallRatios for Friday, December 5, 2014:  http://t.co/lvK2RfkfBB"
3,"Final #AAPL #PutCallRatios for Friday, December 5, 2014 http://t.co/ALiZA7PcqF via Hamzei  $$"
3,@apple why isnt the WWA movie on iTunes
1,Protesters in the @Apple store pretty much sums it up. Its like a gravitational pull. Shocked it took this long. Next stop? STARBUCKS!!
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1,"RT @mrushh: hey @apple why is my phone dying when it's on the charger 
ur stuff sucks"
3,"@MrBeagleman @Apple 
If Starbucks shuts down, anon is decimated"
3,"RT @B30wu1f2: @MrBeagleman @Apple 
If Starbucks shuts down, anon is decimated"
1,I have to be honest. My once great fanaticism for @Apple is turning into an equally great dislike.
